69.171.242.113 - - [27/Jan/2013:05:34:16 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 103036
81.98.196.162 - - [27/Jan/2013:08:22:00 -0700] "GET porshhair.com/apple-touch-icon-57x57.png HTTP/1.1" 404 606 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 8220
81.98.196.162 - - [27/Jan/2013:08:22:00 -0700] "GET porshhair.com/apple-touch-icon-precomposed.png HTTP/1.1" 404 612 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 2 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 5079
81.98.196.162 - - [27/Jan/2013:08:22:00 -0700] "GET porshhair.com/apple-touch-icon.png HTTP/1.1" 404 600 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 3 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 6913
81.98.196.162 - - [27/Jan/2013:08:22:15 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 11579
81.98.196.162 - - [27/Jan/2013:08:22:17 -0700] "GET porshhair.com/apple-touch-icon-57x57-precomposed.png HTTP/1.1" 404 619 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 5741
81.98.196.162 - - [27/Jan/2013:08:22:17 -0700] "GET porshhair.com/apple-touch-icon-57x57.png HTTP/1.1" 404 606 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 5671
81.98.196.162 - - [27/Jan/2013:08:22:18 -0700] "GET porshhair.com/apple-touch-icon-precomposed.png HTTP/1.1" 404 612 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 2 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 6946
81.98.196.162 - - [27/Jan/2013:08:22:18 -0700] "GET porshhair.com/apple-touch-icon.png HTTP/1.1" 404 600 "-" "MobileSafari/8536.25 CFNetwork/609 Darwin/13.0.0" 3 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 6252
81.98.196.162 - - [27/Jan/2013:08:31:38 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 17428
81.98.196.162 - - [27/Jan/2013:08:31:39 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 304 172 "http://www.porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 8848
81.98.196.162 - - [27/Jan/2013:08:31:39 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 304 173 "http://www.porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 2 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 14113
81.98.196.162 - - [27/Jan/2013:08:31:39 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 6278
81.98.196.162 - - [27/Jan/2013:08:31:39 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 3 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 6923
81.98.196.162 - - [27/Jan/2013:08:31:39 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 304 175 "http://www.porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 5587
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 62998
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/CSS/style.css HTTP/1.1" 304 172 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 6433
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 304 174 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 6253
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/images/Top banner.jpg HTTP/1.1" 304 174 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 6574
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/images/background.png HTTP/1.1" 304 174 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 47143
81.98.196.162 - - [27/Jan/2013:10:07:49 -0700] "GET porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 304 174 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 2 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 47087
81.98.196.162 - - [27/Jan/2013:10:07:51 -0700] "GET porshhair.com/Services/Services.html HTTP/1.1" 200 1429 "http://porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 3 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 19004
81.98.196.162 - - [27/Jan/2013:10:12:06 -0700] "GET porshhair.com/favicon.ico HTTP/1.1" 404 592 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 9916
69.171.247.118 - - [27/Jan/2013:11:13:21 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32696 "-" "facebookplatform/1.0 (+http://developers.facebook.com)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 147207
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2100 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 51643
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/robots.txt HTTP/1.1" 200 427 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 22156
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2100 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 32911
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2100 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 13859
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/About/About.html HTTP/1.1" 200 1688 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 39905
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.1" 200 1393 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 27938
81.19.188.229 - - [27/Jan/2013:11:48:58 -0700] "GET www.porshhair.com/Prices/Prices.html HTTP/1.1" 200 1394 "-" "Mozilla/5.0 (compatible; XML Sitemaps Generator; http://www.xml-sitemaps.com) Gecko XML-Sitemaps/1.0" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Prices/Prices.html" 80458
74.125.17.150 - - [27/Jan/2013:12:51:37 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36467 "-" "Mozilla/5.0 (compatible) Feedfetcher-Google; (+http://www.google.com/feedfetcher.html)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 10112
74.125.17.150 - - [27/Jan/2013:12:51:37 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36467 "-" "Mozilla/5.0 (compatible) Feedfetcher-Google; (+http://www.google.com/feedfetcher.html)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 43273
74.125.17.150 - - [27/Jan/2013:12:51:37 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36467 "-" "Mozilla/5.0 (compatible) Feedfetcher-Google; (+http://www.google.com/feedfetcher.html)" 1 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 4993
80.40.134.120 - - [27/Jan/2013:14:39:25 -0700] "GET www.porshhair.com/index.html HTTP/1.0" 200 4806 "http://www.porshhair.com/index.html" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 19364
90.244.11.230 - - [27/Jan/2013:17:10:54 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 16620
90.244.11.230 - - [27/Jan/2013:17:10:54 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 26787
90.244.11.230 - - [27/Jan/2013:17:10:54 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32696 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 20988
90.244.11.230 - - [27/Jan/2013:17:10:55 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36523 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 47887
90.244.11.230 - - [27/Jan/2013:17:10:54 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 200 861123 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 2 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 4021524
90.244.11.230 - - [27/Jan/2013:17:10:55 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 200 744013 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2" 0 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 4613723
174.129.228.67 - - [27/Jan/2013:22:06:55 -0700] "GET www.porshhair.com/robots.txt HTTP/1.0" 200 446 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 141511
174.129.228.67 - - [27/Jan/2013:22:06:55 -0700] "GET www.porshhair.com/About/About.html HTTP/1.0" 200 4483 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 42682
174.129.228.67 - - [27/Jan/2013:22:07:00 -0700] "GET www.porshhair.com/Prices/Prices.html HTTP/1.0" 200 4546 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Prices/Prices.html" 32038
174.129.228.67 - - [27/Jan/2013:22:07:21 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.0" 200 4581 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 29293
174.129.228.67 - - [27/Jan/2013:22:07:52 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.0" 200 1266 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 21160
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "http://m.facebook.com/l.php?u=http%3A%2F%2Fwww.porshhair.com%2Findex.html%23.UQGkVqS7i5g.facebook&h=qAQFrh9ni&s=1" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 35852
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 12421
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36523 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 175711
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32696 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 175603
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 200 744012 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 1 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 1682314
82.1.84.151 - - [27/Jan/2013:23:26:30 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 200 861123 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 2 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 1919419
82.1.84.151 - - [27/Jan/2013:23:26:34 -0700] "GET www.porshhair.com/images/icon.ico HTTP/1.1" 200 5804 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" 3 "-" "/var/chroot/home/content/61/10251861/html/images/icon.ico" 20753
