173.252.101.115 - - [27/Jan/2013:02:12:12 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 191890
173.252.100.116 - - [27/Jan/2013:05:34:17 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 119682
173.252.101.118 - - [27/Jan/2013:05:34:45 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 96267
69.171.224.113 - - [27/Jan/2013:05:34:47 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 155118
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2103 "https://www.facebook.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 8627
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 304 172 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 7215
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 45932
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 45687
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 2 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 21731
86.18.38.127 - - [27/Jan/2013:05:45:05 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 304 175 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 7018
86.18.38.127 - - [27/Jan/2013:05:45:15 -0700] "GET www.porshhair.com/Prices/Prices.html HTTP/1.1" 200 1431 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Prices/Prices.html" 7791
86.18.38.127 - - [27/Jan/2013:05:45:15 -0700] "GET www.porshhair.com/images/image5.jpg HTTP/1.1" 200 40971 "http://www.porshhair.com/Prices/Prices.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/images/image5.jpg" 69316
86.18.38.127 - - [27/Jan/2013:05:45:15 -0700] "GET www.porshhair.com/images/image2.jpg HTTP/1.1" 200 37746 "http://www.porshhair.com/Prices/Prices.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/image2.jpg" 104940
86.18.38.127 - - [27/Jan/2013:05:45:40 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.1" 200 1430 "http://www.porshhair.com/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 6864
86.18.38.127 - - [27/Jan/2013:05:45:50 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.1" 200 1430 "http://www.porshhair.com/Services/Services.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 4815
86.18.38.127 - - [27/Jan/2013:05:45:57 -0700] "GET www.porshhair.com/About/About.html HTTP/1.1" 200 1725 "http://www.porshhair.com/Services/Services.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 6500
81.98.196.162 - - [27/Jan/2013:05:52:27 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2152 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 15356
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 12953
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 304 172 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 6395
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 7412
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 2 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 6394
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 6858
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 7652
81.98.196.162 - - [27/Jan/2013:05:53:19 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 9841
81.98.196.162 - - [27/Jan/2013:05:53:20 -0700] "GET www.porshhair.com/images/icon.ico HTTP/1.1" 304 173 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 3 "-" "/var/chroot/home/content/61/10251861/html/images/icon.ico" 8040
81.98.196.162 - - [27/Jan/2013:05:53:27 -0700] "GET www.porshhair.com/About/About.html HTTP/1.1" 200 1725 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 6475
81.98.196.162 - - [27/Jan/2013:05:53:29 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.1" 200 1429 "http://www.porshhair.com/About/About.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.56 Safari/537.17" 1 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 12988
66.249.78.177 - - [27/Jan/2013:06:24:17 -0700] "GET www.porshhair.com/robots.txt HTTP/1.1" 200 464 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 56493
66.249.78.185 - - [27/Jan/2013:06:24:18 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.1" 200 1303 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 12886
2.120.164.238 - - [27/Jan/2013:07:54:01 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.porshhair.com%2Findex.html%23.UQGkVqS7i5g.facebook&h=1AQHSJRRW&s=1" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 10496
2.120.164.238 - - [27/Jan/2013:07:54:01 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 5680
2.120.164.238 - - [27/Jan/2013:07:54:02 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32695 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 2 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 55956
2.120.164.238 - - [27/Jan/2013:07:54:02 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36523 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 5318
2.120.164.238 - - [27/Jan/2013:07:54:02 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 200 744013 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 3481949
2.120.164.238 - - [27/Jan/2013:07:54:02 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 200 861124 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 5637732
2.120.164.238 - - [27/Jan/2013:07:54:39 -0700] "GET www.porshhair.com/About/About.html HTTP/1.1" 200 1725 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 6200
2.120.164.238 - - [27/Jan/2013:08:12:15 -0700] "GET www.porshhair.com/About/About.html HTTP/1.1" 200 1725 "-" "Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 12078
173.252.100.114 - - [27/Jan/2013:10:03:28 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 117567
69.171.229.113 - - [27/Jan/2013:16:39:26 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32696 "-" "facebookplatform/1.0 (+http://developers.facebook.com)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 188979
184.173.183.170 - - [27/Jan/2013:19:37:28 -0700] "GET www.porshhair.com/robots.txt HTTP/1.1" 200 464 "-" "AddThis.com robot tech.support@clearspring.com" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 58736
184.173.183.170 - - [27/Jan/2013:19:37:29 -0700] "GET www.porshhair.com/index.html?action_object_map=%257B%252210151453175394579%2522%253A324477207657518%257D&action_ref_map=%255B%255D&action_type_map=%257B%252210151453175394579%2522%253A%2522og.likes%2522%257D&fb_action_ids=10151453175394579&fb_action_types=og.likes HTTP/1.1" 200 2136 "-" "AddThis.com robot tech.support@clearspring.com" 1 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 7843
174.129.228.67 - - [27/Jan/2013:20:06:33 -0700] "GET www.porshhair.com/robots.txt HTTP/1.0" 200 446 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 10439
174.129.228.67 - - [27/Jan/2013:20:06:33 -0700] "GET www.porshhair.com/index.html HTTP/1.0" 200 4806 "-" "ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 5396
